	0
chr11:105181307-105181407	ENSMUSG00000020694
chr11:105281607-105281707	ENSMUSG00000020694
chr11:82802108-82802208	ENSMUSG00000020697
chr5:76856312-76856412	ENSMUSG00000036377
chr5:76857212-76857312	ENSMUSG00000036377
chr5:76858112-76858212	ENSMUSG00000036377
chr7:4792974-4793074	ENSMUSG00000030432
chr6:72899514-72899614	ENSMUSG00000055239
chr2:167015293-167015393	ENSMUSG00000017999
chr16:74279306-74279406	ENSMUSG00000052516
chr7:59228747-59228847	ENSMUSG00000109536
chr11:70045285-70045385	ENSMUSG00000020886
chr6:52204717-52204817	ENSMUSG00000085696
chr1:13589298-13589398	ENSMUSG00000025935
chr6:8512600-8512700	ENSMUSG00000029638
chr5:146221292-146221392	ENSMUSG00000029634
chrX:48550125-48550225	ENSMUSG00000036916
chrX:48591325-48591425	ENSMUSG00000036916
chr14:59201209-59201309	ENSMUSG00000035469
chr17:32819249-32819349	ENSMUSG00000095253
chr4:3902496-3902596	ENSMUSG00000003282
chr17:85685177-85685277	ENSMUSG00000024134
chr1:156301696-156301796	ENSMUSG00000060985
chr1:156303296-156303396	ENSMUSG00000060985
chr9:49714136-49714236	ENSMUSG00000039542
chr1:152902395-152902495	ENSMUSG00000042772
chr1:152902595-152902695	ENSMUSG00000042772
chr3:9251702-9251802	ENSMUSG00000069114
chr4:46138613-46138713	ENSMUSG00000028330
chr2:119923628-119923728	ENSMUSG00000033943
chr15:93503714-93503814	ENSMUSG00000036158
chr9:108490802-108490902	ENSMUSG00000006676
chr14:56553161-56553261	ENSMUSG00000064128
chr6:92974229-92974329	ENSMUSG00000097462
chr14:28518250-28518350	ENSMUSG00000021994
chr9:103227901-103228001	ENSMUSG00000032554
chrX:98890377-98890477	ENSMUSG00000031214
chr17:29251303-29251403	ENSMUSG00000024007
chr17:32334125-32334225	ENSMUSG00000002625
chr18:6490243-6490343	ENSMUSG00000101320
chr2:74692124-74692224	ENSMUSG00000050368
chr8:95134766-95134866	ENSMUSG00000110428
chr9:108560386-108560486	ENSMUSG00000062867
chr16:93901001-93901101	ENSMUSG00000022945
chr1:34228525-34228625	ENSMUSG00000026131
chr17:56017453-56017553	ENSMUSG00000003200
chr17:56036453-56036553	ENSMUSG00000003200
chr9:28996350-28996450	ENSMUSG00000059974
chr2:144270423-144270523	ENSMUSG00000027423
chr19:44756645-44756745	ENSMUSG00000004231
chr19:44756945-44757045	ENSMUSG00000004231
chr19:44757045-44757145	ENSMUSG00000004231
chr10:6890106-6890206	ENSMUSG00000000766
chr9:72912474-72912574	ENSMUSG00000036030
chr12:91648242-91648342	ENSMUSG00000020961
chr6:99522784-99522884	ENSMUSG00000030068
chr10:7663373-7663473	ENSMUSG00000019795
chr10:7663573-7663673	ENSMUSG00000019795
chr10:7663773-7663873	ENSMUSG00000019795
chr3:87931914-87932014	ENSMUSG00000048039
chr13:42155421-42155521	ENSMUSG00000021366
chr10:109769259-109769359	ENSMUSG00000020181
chr11:84447555-84447655	ENSMUSG00000018697
chr11:84491755-84491855	ENSMUSG00000018697
chr8:71969038-71969138	ENSMUSG00000052446
chr19:55604551-55604651	ENSMUSG00000024983
chr13:40959314-40959414	ENSMUSG00000086693
chr2:103448988-103449088	ENSMUSG00000027186
chr2:150786735-150786835	ENSMUSG00000033059
chr6:92091390-92091490	ENSMUSG00000005893
chr12:81467526-81467626	ENSMUSG00000091803
chr8:77720360-77720460	ENSMUSG00000086451
chr18:76136978-76137078	ENSMUSG00000044646
chr18:76146078-76146178	ENSMUSG00000044646
chr2:66022367-66022467	ENSMUSG00000044647
chr16:28826476-28826576	ENSMUSG00000051065
chr1:152377335-152377435	ENSMUSG00000014980
chr16:22857945-22858045	ENSMUSG00000004460
chr14:32202149-32202249	ENSMUSG00000021911
chr6:88298034-88298134	ENSMUSG00000033216
chr8:120522641-120522741	ENSMUSG00000092329
chr8:120569241-120569341	ENSMUSG00000092329
chr8:121653041-121653141	ENSMUSG00000092329
chr8:123042641-123042741	ENSMUSG00000092329
chr8:123044241-123044341	ENSMUSG00000092329
chr8:123214441-123214541	ENSMUSG00000092329
chr8:123442941-123443041	ENSMUSG00000092329
chr8:123462041-123462141	ENSMUSG00000092329
chr8:123834741-123834841	ENSMUSG00000092329
chr8:123954441-123954541	ENSMUSG00000092329
chr8:124343741-124343841	ENSMUSG00000092329
chr12:80874510-80874610	ENSMUSG00000021133
chr12:81500160-81500260	ENSMUSG00000021139
chr12:3806907-3807007	ENSMUSG00000020661
chr12:3366932-3367032	ENSMUSG00000020668
chr7:44250722-44250822	ENSMUSG00000045411
chr13:93192200-93192300	ENSMUSG00000042167
chr10:38975715-38975815	ENSMUSG00000019846
chr3:49744896-49744996	ENSMUSG00000037892
chr15:95094685-95094785	ENSMUSG00000063296
chr9:75398262-75398362	ENSMUSG00000042688
chr1:46835644-46835744	ENSMUSG00000025986
chr5:115646008-115646108	ENSMUSG00000029518
chr5:91391861-91391961	ENSMUSG00000082361
chr10:84527805-84527905	ENSMUSG00000046841
chr5:110905344-110905444	ENSMUSG00000081104
chr18:61154079-61154179	ENSMUSG00000024622
chr16:58523325-58523425	ENSMUSG00000022747
chr11:3290974-3291074	ENSMUSG00000020453
chr19:45529534-45529634	ENSMUSG00000025217
chr2:6440467-6440567	ENSMUSG00000039046
chr9:35209906-35210006	ENSMUSG00000039048
chr9:27029871-27029971	ENSMUSG00000031988
chr1:93366154-93366254	ENSMUSG00000026275
chr13:80893684-80893784	ENSMUSG00000074794
chr14:56365068-56365168	ENSMUSG00000022229
chr19:12718886-12718986	ENSMUSG00000024694
chr8:84687807-84687907	ENSMUSG00000001909
chr3:32560565-32560665	ENSMUSG00000027668
chr13:60757447-60757547	ENSMUSG00000021559
chr10:49753333-49753433	ENSMUSG00000056073
chr10:43319460-43319560	ENSMUSG00000089673
chr16:17048620-17048720	ENSMUSG00000084792
chr1:133620440-133620540	ENSMUSG00000094410
chr19:40551257-40551357	ENSMUSG00000025007
chr9:40333526-40333626	ENSMUSG00000087047
chr13:15723435-15723535	ENSMUSG00000021318
chr6:4906217-4906317	ENSMUSG00000032827
chr10:76312329-76312429	ENSMUSG00000020231
chr2:97466469-97466569	ENSMUSG00000050587
chr4:96654173-96654273	ENSMUSG00000052520
chr14:20461561-20461661	ENSMUSG00000021814
chr6:35133665-35133765	ENSMUSG00000038784
chr5:144878295-144878395	ENSMUSG00000038780
chr5:144965595-144965695	ENSMUSG00000038780
chr5:144965795-144965895	ENSMUSG00000038780
chr5:43233770-43233870	ENSMUSG00000039782
chr5:121781337-121781437	ENSMUSG00000042605
chr9:3430592-3430692	ENSMUSG00000025898
chr10:122688062-122688162	ENSMUSG00000034613
chr14:116925397-116925497	ENSMUSG00000058571
chr14:116971797-116971897	ENSMUSG00000058571
chr14:117471697-117471797	ENSMUSG00000058571
chr14:117761097-117761197	ENSMUSG00000058571
chr14:117904197-117904297	ENSMUSG00000058571
chr14:117975397-117975497	ENSMUSG00000058571
chr2:120091575-120091675	ENSMUSG00000027293
chr15:100936458-100936558	ENSMUSG00000023033
chr19:38815628-38815728	ENSMUSG00000024999
chr13:112725266-112725366	ENSMUSG00000047789
chr4:124751650-124751750	ENSMUSG00000028894
chr11:102480915-102481015	ENSMUSG00000034621
chr5:92290010-92290110	ENSMUSG00000029415
chr5:105699969-105700069	ENSMUSG00000046079
chr6:52204659-52204759	ENSMUSG00000101298
chr7:141068304-141068404	ENSMUSG00000055629
chr4:34591896-34591996	ENSMUSG00000040044
chr10:62980223-62980323	ENSMUSG00000020070
chr10:62650895-62650995	ENSMUSG00000020076
chr18:84559427-84559527	ENSMUSG00000048410
chr18:84560927-84561027	ENSMUSG00000048410
chr18:84562627-84562727	ENSMUSG00000048410
chr1:33803345-33803445	ENSMUSG00000042197
chr9:96051660-96051760	ENSMUSG00000032410
chr8:106425403-106425503	ENSMUSG00000097026
chr6:52204662-52204762	ENSMUSG00000079560
chr16:96403268-96403368	ENSMUSG00000000159
chr16:96446468-96446568	ENSMUSG00000000159
chr8:126945267-126945367	ENSMUSG00000093904
chr9:72619340-72619440	ENSMUSG00000037674
chr17:17144915-17145015	ENSMUSG00000095990
chr8:4325210-4325310	ENSMUSG00000023235
chr14:54649661-54649761	ENSMUSG00000022185
chr7:134904170-134904270	ENSMUSG00000110167
chr3:119726942-119727042	ENSMUSG00000028134
chr3:119758742-119758842	ENSMUSG00000028134
chr5:142788361-142788461	ENSMUSG00000039477
chr16:91563172-91563272	ENSMUSG00000022965
chr16:91505538-91505638	ENSMUSG00000022967
chr16:76294300-76294400	ENSMUSG00000048490
chr19:45659854-45659954	ENSMUSG00000040913
chr16:64766951-64767051	ENSMUSG00000059920
chr3:90002240-90002340	ENSMUSG00000042520
chr11:50814586-50814686	ENSMUSG00000044807
chr11:50814786-50814886	ENSMUSG00000044807
chr10:31332876-31332976	ENSMUSG00000000296
chrX:161841296-161841396	ENSMUSG00000059493
chr18:41906996-41907096	ENSMUSG00000056671
chr10:11343404-11343504	ENSMUSG00000055493
chr7:78302159-78302259	ENSMUSG00000059146
chr11:58317314-58317414	ENSMUSG00000049755
chr10:56390130-56390230	ENSMUSG00000050953
chr5:21375361-21375461	ENSMUSG00000064280
chr1:87421498-87421598	ENSMUSG00000048000
chr5:31240864-31240964	ENSMUSG00000029148
chr6:47905104-47905204	ENSMUSG00000025821
chr11:12254208-12254308	ENSMUSG00000020173
chr11:11959908-11960008	ENSMUSG00000020176
chr8:109672417-109672517	ENSMUSG00000048827
chr2:74747127-74747227	ENSMUSG00000079277
chr18:34862923-34863023	ENSMUSG00000038418
chr8:108949600-108949700	ENSMUSG00000038872
chr8:108956300-108956400	ENSMUSG00000038872
chr8:108956600-108956700	ENSMUSG00000038872
chr5:140621678-140621778	ENSMUSG00000036565
chr12:73123717-73123817	ENSMUSG00000021103
chr4:155770349-155770449	ENSMUSG00000042116
chr4:155770449-155770549	ENSMUSG00000042116
chr17:71248360-71248460	ENSMUSG00000024052
chr8:18691631-18691731	ENSMUSG00000039842
chr19:29716602-29716702	ENSMUSG00000046138
chr19:29754702-29754802	ENSMUSG00000046138
chr6:125121981-125122081	ENSMUSG00000063870
chr2:145641554-145641654	ENSMUSG00000063873
chr11:54697047-54697147	ENSMUSG00000037533
chr14:47530761-47530861	ENSMUSG00000037536
chr11:72207229-72207329	ENSMUSG00000020807
chr5:92940335-92940435	ENSMUSG00000029381
chr19:10545865-10545965	ENSMUSG00000024667
chr9:60193531-60193631	ENSMUSG00000032289
chr9:60237531-60237631	ENSMUSG00000032289
chr9:60408331-60408431	ENSMUSG00000032289
chr3:127808607-127808707	ENSMUSG00000074238
chr13:70828802-70828902	ENSMUSG00000049538
chr13:70836302-70836402	ENSMUSG00000049538
chr17:71248378-71248478	ENSMUSG00000097625
chr14:52312272-52312372	ENSMUSG00000049532
chr5:102069756-102069856	ENSMUSG00000043940
chr8:124343791-124343891	ENSMUSG00000089704
chr6:83831601-83831701	ENSMUSG00000045896
chr1:68192686-68192786	ENSMUSG00000062209
chr1:68931686-68931786	ENSMUSG00000062209
chr1:69107486-69107586	ENSMUSG00000062209
chrX:73357921-73358021	ENSMUSG00000031365
chr13:13638209-13638309	ENSMUSG00000019726
chr14:26591061-26591161	ENSMUSG00000040818
chr4:135960848-135960948	ENSMUSG00000028672
chr4:135856247-135856347	ENSMUSG00000028676
chr9:35209875-35209975	ENSMUSG00000032042
chr2:121867170-121867270	ENSMUSG00000060227
chr10:20148971-20149071	ENSMUSG00000019996
chr8:57652028-57652128	ENSMUSG00000031608
chr8:57652228-57652328	ENSMUSG00000031608
chr8:57652928-57653028	ENSMUSG00000031608
chr5:108065674-108065774	ENSMUSG00000029267
chr15:35578446-35578546	ENSMUSG00000037646
chr15:35770546-35770646	ENSMUSG00000037646
chr15:35910346-35910446	ENSMUSG00000037646
chr15:35930746-35930846	ENSMUSG00000037646
chr11:35903700-35903800	ENSMUSG00000018849
chr1:185362661-185362761	ENSMUSG00000097261
chr16:4649033-4649133	ENSMUSG00000039637
chr16:4649533-4649633	ENSMUSG00000039637
chr1:153284050-153284150	ENSMUSG00000103818
chr12:8922064-8922164	ENSMUSG00000020585
chr5:53590352-53590452	ENSMUSG00000039191
chr19:16132931-16133031	ENSMUSG00000024639
chr17:35220575-35220675	ENSMUSG00000042419
chr10:23105963-23106063	ENSMUSG00000010461
chr14:47298314-47298414	ENSMUSG00000021840
chr14:47311014-47311114	ENSMUSG00000021840
chr14:48120969-48121069	ENSMUSG00000021846
chr5:33658528-33658628	ENSMUSG00000037313
chr4:58483655-58483755	ENSMUSG00000038668
chr7:68739095-68739195	ENSMUSG00000042659
chr2:152004411-152004511	ENSMUSG00000027463
chr3:54797682-54797782	ENSMUSG00000027796
chr3:55924795-55924895	ENSMUSG00000027799
chr7:122148441-122148541	ENSMUSG00000030868
chr16:64785147-64785247	ENSMUSG00000047141
chr16:89788911-89789011	ENSMUSG00000002489
chr1:136627801-136627901	ENSMUSG00000041483
chr2:115687016-115687116	ENSMUSG00000040282
chr9:110373448-110373548	ENSMUSG00000091102
chr12:58962283-58962383	ENSMUSG00000020986
chr6:88836314-88836414	ENSMUSG00000030083
chr2:60862793-60862893	ENSMUSG00000026970
chr2:60862993-60863093	ENSMUSG00000026970
chr2:60881393-60881493	ENSMUSG00000026970
chr12:116452302-116452402	ENSMUSG00000042029
chr13:73663650-73663750	ENSMUSG00000021612
chr9:78294023-78294123	ENSMUSG00000074179
chr10:123264796-123264896	ENSMUSG00000044071
chr2:110605398-110605498	ENSMUSG00000041644
chr2:155826032-155826132	ENSMUSG00000027613
chr7:97082186-97082286	ENSMUSG00000004508
chr2:150326702-150326802	ENSMUSG00000095315
chr10:9884047-9884147	ENSMUSG00000019790
chr9:123021326-123021426	ENSMUSG00000066233
chr17:15704967-15705067	ENSMUSG00000023852
chr3:86108309-86108409	ENSMUSG00000028082
chr3:85654119-85654219	ENSMUSG00000028085
chr13:111775828-111775928	ENSMUSG00000021754
chr15:8219006-8219106	ENSMUSG00000039801
chr2:165034657-165034757	ENSMUSG00000039804
chr5:74018515-74018615	ENSMUSG00000087250
chr1:60489192-60489292	ENSMUSG00000026014
chr16:3865721-3865821	ENSMUSG00000039789
chrX:36624014-36624114	ENSMUSG00000059708
chr19:21778342-21778442	ENSMUSG00000024754
chr7:115777072-115777172	ENSMUSG00000051910
chr8:47868459-47868559	ENSMUSG00000031563
chr8:47869759-47869859	ENSMUSG00000031563
chr8:47921459-47921559	ENSMUSG00000031563
chr10:34297988-34298088	ENSMUSG00000039480
chr10:34354488-34354588	ENSMUSG00000039480
chr1:64035447-64035547	ENSMUSG00000025959
chr11:60185613-60185713	ENSMUSG00000062115
chr2:18993755-18993855	ENSMUSG00000026737
chr6:144757911-144758011	ENSMUSG00000086282
chrX:47964387-47964487	ENSMUSG00000001173
chr12:50392931-50393031	ENSMUSG00000002688
chr3:51856507-51856607	ENSMUSG00000061143
chr3:52008907-52009007	ENSMUSG00000061143
chr18:44828746-44828846	ENSMUSG00000034653
chr10:121792391-121792491	ENSMUSG00000020121
chr10:123196906-123197006	ENSMUSG00000020124
chrX:139941811-139941911	ENSMUSG00000031433
chr3:104865005-104865105	ENSMUSG00000045576
chr10:12846088-12846188	ENSMUSG00000112698
chr6:72097592-72097692	ENSMUSG00000056091
chr10:24223617-24223717	ENSMUSG00000020000
chr4:155770369-155770469	ENSMUSG00000097728
chr11:95763673-95763773	ENSMUSG00000075595
chr19:53843506-53843606	ENSMUSG00000043639
chr16:56182538-56182638	ENSMUSG00000052917
chr17:13899139-13899239	ENSMUSG00000068036
chr2:32034136-32034236	ENSMUSG00000001855
chr1:128331790-128331890	ENSMUSG00000026355
chr17:90037131-90037231	ENSMUSG00000024109
chr17:47141475-47141575	ENSMUSG00000064043
chr17:47317775-47317875	ENSMUSG00000064043
chr16:13832051-13832151	ENSMUSG00000022681
chr12:40539053-40539153	ENSMUSG00000035954
chr10:12406388-12406488	ENSMUSG00000019820
chr10:12660788-12660888	ENSMUSG00000019820
chr10:12698088-12698188	ENSMUSG00000019820
chr2:91670960-91671060	ENSMUSG00000027247
chr5:100806292-100806392	ENSMUSG00000035234
chr17:26187788-26187888	ENSMUSG00000024182
chr3:87125193-87125293	ENSMUSG00000041734
chr9:45806946-45807046	ENSMUSG00000043987
chr9:6979003-6979103	ENSMUSG00000047193
chr9:6998303-6998403	ENSMUSG00000047193
chr10:105544363-105544463	ENSMUSG00000036019
chr18:69444856-69444956	ENSMUSG00000053477
chr18:69668056-69668156	ENSMUSG00000053477
chr11:98026910-98027010	ENSMUSG00000017404
chr11:7172089-7172189	ENSMUSG00000020431
chr11:3917392-3917492	ENSMUSG00000020432
chr2:110017817-110017917	ENSMUSG00000027160
chr2:105769327-105769427	ENSMUSG00000027167
chr1:165236886-165236986	ENSMUSG00000040843
chr3:88536695-88536795	ENSMUSG00000074480
chr2:62362073-62362173	ENSMUSG00000035000
chr13:94174596-94174696	ENSMUSG00000045312
chr13:94192496-94192596	ENSMUSG00000045312
chr18:34007027-34007127	ENSMUSG00000024376
chr12:72085028-72085128	ENSMUSG00000019718
chr11:103376975-103377075	ENSMUSG00000034247
chr5:50058856-50058956	ENSMUSG00000029090
chr16:4483116-4483216	ENSMUSG00000022519
chr4:44931477-44931577	ENSMUSG00000035649
chr15:7207620-7207720	ENSMUSG00000042961
chr10:127286156-127286256	ENSMUSG00000025409
chr10:127295874-127295974	ENSMUSG00000025408
chr18:77671981-77672081	ENSMUSG00000047466
chr11:18890817-18890917	ENSMUSG00000020160
chr14:26638474-26638574	ENSMUSG00000021877
chr2:74691846-74691946	ENSMUSG00000099521
chr17:22852597-22852697	ENSMUSG00000059142
chr6:61180324-61180424	ENSMUSG00000039578
chr5:96109533-96109633	ENSMUSG00000034724
chr5:96161433-96161533	ENSMUSG00000034724
chr5:96162333-96162433	ENSMUSG00000034724
chr19:24095523-24095623	ENSMUSG00000024812
chr19:24098223-24098323	ENSMUSG00000024812
chr19:36843832-36843932	ENSMUSG00000024811
chr19:36882832-36882932	ENSMUSG00000024811
chr19:30039213-30039313	ENSMUSG00000024817
chrX:6172396-6172496	ENSMUSG00000073293
chr18:44411202-44411302	ENSMUSG00000024472
chr3:122729047-122729147	ENSMUSG00000053965
chr5:64803507-64803607	ENSMUSG00000097640
chr1:172376546-172376646	ENSMUSG00000050229
chr8:126029748-126029848	ENSMUSG00000110698
chr2:180659764-180659864	ENSMUSG00000038914
chr10:68098620-68098720	ENSMUSG00000019947
chr3:104792975-104793075	ENSMUSG00000002233
chr7:5032076-5032176	ENSMUSG00000074405
chr6:148896092-148896192	ENSMUSG00000030309
chr8:88138055-88138155	ENSMUSG00000031657
chr5:96389555-96389655	ENSMUSG00000034687
chr2:65238439-65238539	ENSMUSG00000034903
chr6:117907624-117907724	ENSMUSG00000042079
chr7:16562619-16562719	ENSMUSG00000058230
chr19:53944906-53945006	ENSMUSG00000024976
chr2:157470344-157470444	ENSMUSG00000027646
chr2:106802769-106802869	ENSMUSG00000016386
chr10:94035712-94035812	ENSMUSG00000110869
chr11:104505245-104505345	ENSMUSG00000020687
chr16:77114969-77115069	ENSMUSG00000022867
chr1:60208099-60208199	ENSMUSG00000073664
chr1:60260599-60260699	ENSMUSG00000073664
chr3:39009540-39009640	ENSMUSG00000046743
chr6:108783099-108783199	ENSMUSG00000030105
chr16:62926307-62926407	ENSMUSG00000022912
chr2:121166473-121166573	ENSMUSG00000050619
chr7:126153115-126153215	ENSMUSG00000000131
chr6:110645581-110645681	ENSMUSG00000056755
chr11:62648384-62648484	ENSMUSG00000046417
chr8:13781576-13781676	ENSMUSG00000038416
chr8:41256052-41256152	ENSMUSG00000031592
chr16:46464106-46464206	ENSMUSG00000022656
chr1:19234014-19234114	ENSMUSG00000025927
chr19:23893076-23893176	ENSMUSG00000024897
chr5:100079262-100079362	ENSMUSG00000086259
chr5:100079862-100079962	ENSMUSG00000086259
chr14:69705607-69705707	ENSMUSG00000034194
chr2:153397345-153397445	ENSMUSG00000042548
chr2:153397945-153398045	ENSMUSG00000042548
chr4:138896779-138896879	ENSMUSG00000041161
chr3:104015710-104015810	ENSMUSG00000058388
chr15:86235659-86235759	ENSMUSG00000051864
chr7:92874570-92874670	ENSMUSG00000061119
chr10:52824633-52824733	ENSMUSG00000038602
chr6:38109383-38109483	ENSMUSG00000038600
chr9:26975435-26975535	ENSMUSG00000031969
chr3:89230457-89230557	ENSMUSG00000042784
chr10:59753177-59753277	ENSMUSG00000020111
chr11:17159463-17159563	ENSMUSG00000033953
chr5:149053002-149053102	ENSMUSG00000066551
chr12:113069308-113069408	ENSMUSG00000021143
chr11:117760589-117760689	ENSMUSG00000025571
chr19:58236004-58236104	ENSMUSG00000025089
chr19:58238304-58238404	ENSMUSG00000025089
chr18:4920540-4920640	ENSMUSG00000024236
chr12:81500141-81500241	ENSMUSG00000090935
chr6:137378019-137378119	ENSMUSG00000030223
chr9:21821560-21821660	ENSMUSG00000032198
chr17:48467501-48467601	ENSMUSG00000043592
chr5:33895125-33895225	ENSMUSG00000057406
chr13:9878286-9878386	ENSMUSG00000046159
chr5:8397773-8397873	ENSMUSG00000002297
chr5:141362090-141362190	ENSMUSG00000039683
chr8:11815221-11815321	ENSMUSG00000031511
chr9:58219976-58220076	ENSMUSG00000036986
chr6:85678331-85678431	ENSMUSG00000063810
chr6:85678431-85678531	ENSMUSG00000063810
chr2:32213182-32213282	ENSMUSG00000039262
chr9:83436147-83436247	ENSMUSG00000099718
chr7:28360304-28360404	ENSMUSG00000037552
chr3:107676218-107676318	ENSMUSG00000027893
chr3:107500643-107500743	ENSMUSG00000027894
chr5:130152661-130152761	ENSMUSG00000034110
chr17:57327700-57327800	ENSMUSG00000034116
chr12:105834694-105834794	ENSMUSG00000021111
chr11:4791145-4791245	ENSMUSG00000009073
chr11:4794845-4794945	ENSMUSG00000009073
chr5:118065660-118065760	ENSMUSG00000029360
chr6:102564355-102564455	ENSMUSG00000030075
chr17:15820953-15821053	ENSMUSG00000048027
chr1:57774862-57774962	ENSMUSG00000038305
chr8:40370858-40370958	ENSMUSG00000039478
chr1:178318428-178318528	ENSMUSG00000086350
chr15:59330877-59330977	ENSMUSG00000022351
chr18:31910494-31910594	ENSMUSG00000044982
chr16:36887619-36887719	ENSMUSG00000084834
chr14:25739942-25740042	ENSMUSG00000055538
chr19:8610154-8610254	ENSMUSG00000063796
chr7:66392490-66392590	ENSMUSG00000015134
chr4:96324408-96324508	ENSMUSG00000066097
chr8:48276182-48276282	ENSMUSG00000031561
chr8:48619082-48619182	ENSMUSG00000031561
chr12:79089564-79089664	ENSMUSG00000021120
chr15:76911051-76911151	ENSMUSG00000054967
chr12:24616787-24616887	ENSMUSG00000020656
chr10:21330979-21331079	ENSMUSG00000019977
chr1:118677445-118677545	ENSMUSG00000026380
chr12:54862717-54862817	ENSMUSG00000062929
chr6:8510250-8510350	ENSMUSG00000107705
chr6:8512650-8512750	ENSMUSG00000107705
chr15:79249173-79249273	ENSMUSG00000068206
chr2:30402471-30402571	ENSMUSG00000026853
chr19:5912716-5912816	ENSMUSG00000024826
chr11:93886152-93886252	ENSMUSG00000059474
chr11:93886552-93886652	ENSMUSG00000059474
chr2:169641313-169641413	ENSMUSG00000047907
chr2:169885413-169885513	ENSMUSG00000047907
chr13:45566758-45566858	ENSMUSG00000046876
chrX:157577771-157577871	ENSMUSG00000046873
chrX:157578271-157578371	ENSMUSG00000046873
chr2:172940212-172940312	ENSMUSG00000008999
chr6:32914376-32914476	ENSMUSG00000053768
chr15:9142721-9142821	ENSMUSG00000039704
chr5:44648332-44648432	ENSMUSG00000039706
chr18:34808708-34808808	ENSMUSG00000038773
chr11:98157954-98158054	ENSMUSG00000018160
chr11:98158154-98158254	ENSMUSG00000018160
chr8:34170375-34170475	ENSMUSG00000031532
chr2:166054736-166054836	ENSMUSG00000027678
chr13:98890419-98890519	ENSMUSG00000009470
chr13:98890519-98890619	ENSMUSG00000009470
chr3:129987659-129987759	ENSMUSG00000001052
chr3:130041159-130041259	ENSMUSG00000001052
chr14:70184868-70184968	ENSMUSG00000022091
chr9:58906887-58906987	ENSMUSG00000032340
chr11:104424929-104425029	ENSMUSG00000018412
chr7:59228750-59228850	ENSMUSG00000025326
chr12:25057732-25057832	ENSMUSG00000036333
chr12:118300733-118300833	ENSMUSG00000025323
chr12:119163322-119163422	ENSMUSG00000025321
chr15:78773382-78773482	ENSMUSG00000018169
chr6:117173635-117173735	ENSMUSG00000061353
chr7:6673769-6673869	ENSMUSG00000002266
chr7:6676769-6676869	ENSMUSG00000002266
chr1:192747311-192747411	ENSMUSG00000037375
chr6:119574896-119574996	ENSMUSG00000030172
chr12:98688341-98688441	ENSMUSG00000021009
chr12:98689241-98689341	ENSMUSG00000021009
chrX:48367958-48368058	ENSMUSG00000036959
chrX:48369858-48369958	ENSMUSG00000036959
chr12:73545014-73545114	ENSMUSG00000034435
chr2:130276530-130276630	ENSMUSG00000027405
chr4:116803148-116803248	ENSMUSG00000033985
chr9:98425461-98425561	ENSMUSG00000046402
chr15:89167049-89167149	ENSMUSG00000036606
chr1:133132243-133132343	ENSMUSG00000046062
chr2:160769708-160769808	ENSMUSG00000035877
chr2:30284643-30284743	ENSMUSG00000098794
chrX:169976743-169976843	ENSMUSG00000072844
chr3:96643876-96643976	ENSMUSG00000028102
chr19:7094768-7094868	ENSMUSG00000036278
chr19:7095468-7095568	ENSMUSG00000036278
chr17:24681152-24681252	ENSMUSG00000041130
chrX:169985999-169986099	ENSMUSG00000035299
chr6:92831999-92832099	ENSMUSG00000030022
chr2:167037293-167037393	ENSMUSG00000039501
chr6:48880596-48880696	ENSMUSG00000029811
chr2:142700074-142700174	ENSMUSG00000038844
chr1:74661745-74661845	ENSMUSG00000033257
chr11:103360397-103360497	ENSMUSG00000034255
chr1:133660079-133660179	ENSMUSG00000102049
chr11:69778812-69778912	ENSMUSG00000018750
chr4:43531719-43531819	ENSMUSG00000028465
chr3:142144536-142144636	ENSMUSG00000052430
chr7:30946183-30946283	ENSMUSG00000108546
chr10:70607082-70607182	ENSMUSG00000037747
chr10:70653482-70653582	ENSMUSG00000037747
chr1:151447642-151447742	ENSMUSG00000053286
chr7:80026314-80026414	ENSMUSG00000048897
chr1:20333779-20333879	ENSMUSG00000043760
chr5:108646893-108646993	ENSMUSG00000004815
chr6:124404116-124404216	ENSMUSG00000005069
chr3:96643874-96643974	ENSMUSG00000106447
chr11:52098982-52099082	ENSMUSG00000097219
chr1:97646218-97646318	ENSMUSG00000044768
chr12:87309458-87309558	ENSMUSG00000021036
chr3:69087449-69087549	ENSMUSG00000027782
chr7:75747634-75747734	ENSMUSG00000066406
chr4:26340906-26341006	ENSMUSG00000040520
chr2:156097045-156097145	ENSMUSG00000098950
chr5:62749145-62749245	ENSMUSG00000037999
chr15:88805544-88805644	ENSMUSG00000035845
chr9:57751024-57751124	ENSMUSG00000032316
chr9:57765424-57765524	ENSMUSG00000032316
chr7:100998168-100998268	ENSMUSG00000032860
chr16:33236271-33236371	ENSMUSG00000022807
chr1:82289801-82289901	ENSMUSG00000055980
chr2:127259108-127259208	ENSMUSG00000034850
chr11:107211892-107211992	ENSMUSG00000040430
chr2:145885934-145886034	ENSMUSG00000001768
chr6:134196200-134196300	ENSMUSG00000030199
chr9:124293104-124293204	ENSMUSG00000074829
chr17:36006153-36006253	ENSMUSG00000092368
chr15:58945844-58945944	ENSMUSG00000022353
chr3:97264755-97264855	ENSMUSG00000106536
chr13:97172837-97172937	ENSMUSG00000021666
chr17:94727280-94727380	ENSMUSG00000055660
chr2:118915977-118916077	ENSMUSG00000040007
chr2:118916477-118916577	ENSMUSG00000040007
chr5:19446236-19446336	ENSMUSG00000040003
chr14:54974688-54974788	ENSMUSG00000053093
