"Term"	"interest_hit"	"background_hit"	"original_score"	"corrected_score"	"Genes"	"GO_process"
"regulation of actin cytoskeleton reorganization (GO:2000249)"	"regulation of actin cytoskeleton reorganization (GO:2000249)"	3	25	0.563742065850461	0.77577639509571	"ARHGDIB;TWF2;GPM6B"	"BP"
"RNA 5'-end processing (GO:0000966)"	"RNA 5'-end processing (GO:0000966)"	4	44	0.839025224590475	0.945970458243872	"APOBEC1;RBM3;NOVA1;HNRNPH3"	"BP"
"viral budding (GO:0046755)"	"viral budding (GO:0046755)"	4	24	0.317500707873985	0.633416026061516	"NUP107;UBC;NUP35;CHMP5"	"BP"
"positive regulation of catenin import into nucleus (GO:0035413)"	"positive regulation of catenin import into nucleus (GO:0035413)"	3	13	0.132196215091905	0.536712209322075	"TGFB1;JUP;FZD7"	"BP"
"canonical Wnt signaling pathway involved in positive regulation of cell-cell adhesion (GO:0044329)"	"canonical Wnt signaling pathway involved in positive regulation of cell-cell adhesion (GO:0044329)"	4	31	0.544968326026815	0.762192573600631	"TCF7L1;RARG;CITED2;FZD7"	"BP"
"sarcomere organization (GO:0045214)"	"sarcomere organization (GO:0045214)"	3	24	0.529645815668284	0.747400044889524	"MYH9;MYH6;MYLK3"	"BP"
"negative regulation of peptidyl-serine phosphorylation (GO:0033137)"	"negative regulation of peptidyl-serine phosphorylation (GO:0033137)"	4	38	0.729612012883251	0.876441129125941	"TGFB1;CHORDC1;GPD1L;ATG14"	"BP"
"uncoating of virus (GO:0019061)"	"uncoating of virus (GO:0019061)"	2	16	0.467074402956088	0.714871629049145	"NUP107;NUP35"	"BP"
"positive regulation of protein localization to Cajal body (GO:1904871)"	"positive regulation of protein localization to Cajal body (GO:1904871)"	3	10	0.0567975900172253	0.430326115010406	"CCT3;AKT1;CCT4"	"BP"
"regulation of mitotic G1 cell cycle arrest in response to nitrogen starvation (GO:1903693)"	"regulation of mitotic G1 cell cycle arrest in response to nitrogen starvation (GO:1903693)"	2	20	0.625090132781953	0.798789668824538	"BIN1;DYNLT3"	"BP"
"chondroitin sulfate catabolic process (GO:0030207)"	"chondroitin sulfate catabolic process (GO:0030207)"	2	23	0.720468906716365	0.870167303093747	"HGSNAT;IDS"	"BP"
"glucose import in response to insulin stimulus (GO:0044381)"	"glucose import in response to insulin stimulus (GO:0044381)"	4	34	0.63137192111973	0.801824946656186	"PARP1;AKT1;IRS2;ZFP36L1"	"BP"
"response to glucose (GO:0009749)"	"response to glucose (GO:0009749)"	3	11	0.0785472187233032	0.46787501441482	"PFKL;IRS2;THBS1"	"BP"
"integrin-mediated signaling pathway (GO:0007229)"	"integrin-mediated signaling pathway (GO:0007229)"	4	27	0.417138155569934	0.671224038898457	"ITGA11;MYH9;THY1;BCAR1"	"BP"
"membrane protein proteolysis involved in retrograde protein transport, ER to cytosol (GO:1904211)"	"membrane protein proteolysis involved in retrograde protein transport, ER to cytosol (GO:1904211)"	3	24	0.529645815668284	0.747400044889524	"SPPL2A;CAPN2;PARL"	"BP"
"viral protein processing (GO:0019082)"	"viral protein processing (GO:0019082)"	2	17	0.509550219258664	0.739761255818113	"NUP107;NUP35"	"BP"
"protein O-linked mannosylation (GO:0035269)"	"protein O-linked mannosylation (GO:0035269)"	2	24	0.747729348294662	0.889468436746707	"DPM1;POMGNT1"	"BP"
"cellular response to exogenous dsRNA (GO:0071360)"	"cellular response to exogenous dsRNA (GO:0071360)"	3	10	0.0567975900172253	0.430326115010406	"MUL1;SLC3A2;IRAK3"	"BP"
"positive regulation of neuron death (GO:1901216)"	"positive regulation of neuron death (GO:1901216)"	3	20	0.382679725413031	0.651348933371284	"CHORDC1;MAPT;EIF2S1"	"BP"
"ribosomal skipping (GO:0075524)"	"ribosomal skipping (GO:0075524)"	2	17	0.509550219258664	0.739761255818113	"NUP107;NUP35"	"BP"
"regulation of protein desumoylation (GO:0060188)"	"regulation of protein desumoylation (GO:0060188)"	3	10	0.0567975900172253	0.430326115010406	"BTBD1;GSAP;PARL"	"BP"
"DNA strand elongation involved in DNA replication (GO:0006271)"	"DNA strand elongation involved in DNA replication (GO:0006271)"	1	8	0.362592881857039	0.63781013823576	"GINS4"	"BP"
"JNK cascade (GO:0007254)"	"JNK cascade (GO:0007254)"	4	33	0.603693223724582	0.794103048678977	"MAPK9;UBC;MAPK1;NOD1"	"BP"
"membrane depolarization during action potential (GO:0086010)"	"membrane depolarization during action potential (GO:0086010)"	3	18	0.306450814763872	0.615675404921181	"KCNB1;SCN4A;TPCN1"	"BP"
"bradykinin catabolic process (GO:0010815)"	"bradykinin catabolic process (GO:0010815)"	3	13	0.132196215091905	0.536712209322075	"ACE;ANPEP;TPP1"	"BP"
"viral translational frameshifting (GO:0075523)"	"viral translational frameshifting (GO:0075523)"	2	17	0.509550219258664	0.739761255818113	"NUP107;NUP35"	"BP"
"regulation of protein deneddylation (GO:0060625)"	"regulation of protein deneddylation (GO:0060625)"	3	10	0.0567975900172253	0.430326115010406	"BTBD1;GSAP;PARL"	"BP"
"viral translation (GO:0019081)"	"viral translation (GO:0019081)"	2	17	0.509550219258664	0.739761255818113	"NUP107;NUP35"	"BP"
"negative regulation of phosphorylation (GO:0042326)"	"negative regulation of phosphorylation (GO:0042326)"	1	10	0.478569159977502	0.714871629049145	"SIRT2"	"BP"
"mitotic recombination-dependent replication fork processing (GO:1990426)"	"mitotic recombination-dependent replication fork processing (GO:1990426)"	1	12	0.580673713919535	0.779041318003083	"TONSL"	"BP"
"positive regulation of muscle cell differentiation (GO:0051149)"	"positive regulation of muscle cell differentiation (GO:0051149)"	4	20	0.191905691962856	0.536712209322075	"JUN;JUND;CTNNA1;BNIP2"	"BP"
"leukotriene A4 biosynthetic process (GO:1901753)"	"leukotriene A4 biosynthetic process (GO:1901753)"	1	6	0.238238709699068	0.545650589489303	"ALOX5AP"	"BP"
"cellular response to platelet-derived growth factor stimulus (GO:0036120)"	"cellular response to platelet-derived growth factor stimulus (GO:0036120)"	1	10	0.478569159977502	0.714871629049145	"TWF2"	"BP"
"mitotic metaphase plate congression (GO:0007080)"	"mitotic metaphase plate congression (GO:0007080)"	4	29	0.482412410803852	0.717750143482495	"CDC23;ZW10;CHMP1B;CHMP5"	"BP"
"actin polymerization or depolymerization (GO:0008154)"	"actin polymerization or depolymerization (GO:0008154)"	3	25	0.563742065850461	0.77577639509571	"SPTA1;ALDOA;BCAR1"	"BP"
"inactivation of MAPK activity involved in osmosensory signaling pathway (GO:0000173)"	"inactivation of MAPK activity involved in osmosensory signaling pathway (GO:0000173)"	3	12	0.103789302803437	0.517018517378914	"DUSP22;PPP2R1A;DUSP8"	"BP"
"cellular response to UV-A (GO:0071492)"	"cellular response to UV-A (GO:0071492)"	3	25	0.563742065850461	0.77577639509571	"RUVBL2;AKT1;EIF2S1"	"BP"
"regulation of G1/S transition of mitotic cell cycle (GO:2000045)"	"regulation of G1/S transition of mitotic cell cycle (GO:2000045)"	3	9	0.0387604096463465	0.406400314073527	"PSME3;ERCC2;PSME2"	"BP"
"modulation of inhibitory postsynaptic potential (GO:0098828)"	"modulation of inhibitory postsynaptic potential (GO:0098828)"	1	12	0.580673713919535	0.779041318003083	"TSPYL2"	"BP"
"pharyngeal arch artery morphogenesis (GO:0061626)"	"pharyngeal arch artery morphogenesis (GO:0061626)"	1	15	0.70484488225237	0.857933761315193	"NKX2-5"	"BP"
"fructose 1,6-bisphosphate metabolic process (GO:0030388)"	"fructose 1,6-bisphosphate metabolic process (GO:0030388)"	3	11	0.0785472187233032	0.46787501441482	"PFKL;TGFB1;ALDOA"	"BP"
"regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)"	"regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)"	3	10	0.0567975900172253	0.430326115010406	"BTBD1;GSAP;PARL"	"BP"
"prostaglandin biosynthetic process (GO:0001516)"	"prostaglandin biosynthetic process (GO:0001516)"	3	7	0.0139668189376037	0.367188397666216	"FAM213B;HPGD;PTGR2"	"BP"
"extracellular exosome assembly (GO:0071971)"	"extracellular exosome assembly (GO:0071971)"	3	15	0.196845225444672	0.536712209322075	"SNX1;CAV2;SNX11"	"BP"
"positive regulation of protein complex assembly (GO:0031334)"	"positive regulation of protein complex assembly (GO:0031334)"	2	18	0.550170100157622	0.76323365977885	"TGFB1;ANKRA2"	"BP"
"in utero embryonic development (GO:0001701)"	"in utero embryonic development (GO:0001701)"	1	15	0.70484488225237	0.857933761315193	"MYH6"	"BP"
"NF-kappaB import into nucleus (GO:0042348)"	"NF-kappaB import into nucleus (GO:0042348)"	3	22	0.45785148219811	0.713814758796377	"RNF31;UBC;AKT1"	"BP"
"tRNA splicing, via endonucleolytic cleavage and ligation (GO:0006388)"	"tRNA splicing, via endonucleolytic cleavage and ligation (GO:0006388)"	1	9	0.422088905612645	0.671224038898457	"FAM98B"	"BP"
"positive regulation of lipophagy (GO:1904504)"	"positive regulation of lipophagy (GO:1904504)"	1	15	0.70484488225237	0.857933761315193	"HTT"	"BP"
"positive regulation of gamma-delta T cell proliferation (GO:0046648)"	"positive regulation of gamma-delta T cell proliferation (GO:0046648)"	2	9	0.154356798712418	0.536712209322075	"CD274;ANXA1"	"BP"
"mitochondrial electron transport, NADH to ubiquinone (GO:0006120)"	"mitochondrial electron transport, NADH to ubiquinone (GO:0006120)"	4	22	0.252744760065793	0.563923807548139	"NDUFB7;NDUFB5;NDUFS5;ETFRF1"	"BP"
"negative regulation of proteasomal protein catabolic process (GO:1901799)"	"negative regulation of proteasomal protein catabolic process (GO:1901799)"	3	11	0.0785472187233032	0.46787501441482	"RHBDF1;PSME3;PSME2"	"BP"
"apolipoprotein E recycling (GO:0071828)"	"apolipoprotein E recycling (GO:0071828)"	3	17	0.268853926877407	0.593240642038401	"RAMP2;MYH9;IPO4"	"BP"
"inositol phosphate metabolic process (GO:0043647)"	"inositol phosphate metabolic process (GO:0043647)"	4	27	0.417138155569934	0.671224038898457	"INPP4B;TGFB1;PPIP5K1;NUDT4"	"BP"
"anterograde axonal protein transport (GO:0099641)"	"anterograde axonal protein transport (GO:0099641)"	1	11	0.531523275708184	0.747400044889524	"AP3M1"	"BP"
"regulation of mitotic cell cycle phase transition (GO:1901990)"	"regulation of mitotic cell cycle phase transition (GO:1901990)"	2	19	0.588728571676615	0.784404253014218	"DYNLT3;ERCC2"	"BP"
"cellular response to histamine (GO:0071420)"	"cellular response to histamine (GO:0071420)"	3	6	0.00682658869205688	0.288844633594692	"DIAPH1;TGFB1;IGFBP5"	"BP"
"positive regulation of erythrocyte differentiation (GO:0045648)"	"positive regulation of erythrocyte differentiation (GO:0045648)"	1	13	0.625915562719579	0.798789668824538	"PRMT1"	"BP"
"positive regulation of lamellipodium assembly (GO:0010592)"	"positive regulation of lamellipodium assembly (GO:0010592)"	3	10	0.0567975900172253	0.430326115010406	"CAPZB;ARPC2;TWF2"	"BP"
"inactivation of MAPK activity involved in cell wall organization or biogenesis (GO:0000200)"	"inactivation of MAPK activity involved in cell wall organization or biogenesis (GO:0000200)"	3	12	0.103789302803437	0.517018517378914	"DUSP22;PPP2R1A;DUSP8"	"BP"
"negative regulation of MAP kinase activity (GO:0043407)"	"negative regulation of MAP kinase activity (GO:0043407)"	3	23	0.494288297702567	0.728904962630779	"CAV3;H2AFY;IRAK3"	"BP"
"protein transport (GO:0015031)"	"protein transport (GO:0015031)"	3	14	0.163364785664956	0.536712209322075	"RAMP2;MYH9;IPO4"	"BP"
"positive regulation of mitotic cell cycle phase transition (GO:1901992)"	"positive regulation of mitotic cell cycle phase transition (GO:1901992)"	1	14	0.66726944013837	0.826399205362524	"ERCC2"	"BP"
"negative regulation of protein targeting to vacuole involved in autophagy (GO:1904052)"	"negative regulation of protein targeting to vacuole involved in autophagy (GO:1904052)"	3	16	0.232165941309615	0.545650589489303	"DAP;AKT1;SIRT2"	"BP"
"regulation of canonical Wnt signaling pathway involved in osteoblast differentiation (GO:1905239)"	"regulation of canonical Wnt signaling pathway involved in osteoblast differentiation (GO:1905239)"	1	15	0.70484488225237	0.857933761315193	"PPP1CA"	"BP"
"I-kappaB kinase/NF-kappaB signaling (GO:0007249)"	"I-kappaB kinase/NF-kappaB signaling (GO:0007249)"	3	21	0.420559350901325	0.671224038898457	"RNF31;UBC;AKT1"	"BP"
"inactivation of MAPK activity involved in conjugation with cellular fusion (GO:0071511)"	"inactivation of MAPK activity involved in conjugation with cellular fusion (GO:0071511)"	3	12	0.103789302803437	0.517018517378914	"DUSP22;PPP2R1A;DUSP8"	"BP"
"suppression by virus of host autophagy (GO:0039521)"	"suppression by virus of host autophagy (GO:0039521)"	3	16	0.232165941309615	0.545650589489303	"DAP;AKT1;SIRT2"	"BP"
"peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan (GO:0019800)"	"peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan (GO:0019800)"	3	6	0.00682658869205688	0.288844633594692	"ANXA1;F13A1;THBS1"	"BP"
"endocardial cushion morphogenesis (GO:0003203)"	"endocardial cushion morphogenesis (GO:0003203)"	2	24	0.747729348294662	0.889468436746707	"ACVRL1;NKX2-5"	"BP"
"positive regulation of DNA repair (GO:0045739)"	"positive regulation of DNA repair (GO:0045739)"	2	21	0.659178596428724	0.826399205362524	"BCLAF1;NSMCE1"	"BP"
"negative regulation of inhibitory G-protein coupled receptor phosphorylation (GO:1904324)"	"negative regulation of inhibitory G-protein coupled receptor phosphorylation (GO:1904324)"	3	28	0.657214013832724	0.826399205362524	"TGFB1;CHORDC1;ATG14"	"BP"
"mesonephros development (GO:0001823)"	"mesonephros development (GO:0001823)"	3	22	0.45785148219811	0.713814758796377	"ACE;WFS1;ARL3"	"BP"
"negative regulation of receptor binding (GO:1900121)"	"negative regulation of receptor binding (GO:1900121)"	3	29	0.685182270317344	0.845439025326712	"HFE;NES;PPP1CA"	"BP"
"response to UV (GO:0009411)"	"response to UV (GO:0009411)"	2	23	0.720468906716365	0.870167303093747	"COPS3;TRIM32"	"BP"
"regulation of actomyosin structure organization (GO:0110020)"	"regulation of actomyosin structure organization (GO:0110020)"	2	19	0.588728571676615	0.784404253014218	"TWF2;GPM6B"	"BP"
"negative regulation of peptidase activity (GO:0010466)"	"negative regulation of peptidase activity (GO:0010466)"	1	5	0.176360763899981	0.536712209322075	"AKT1"	"BP"
"regulation of actin cytoskeleton organization by cell-cell adhesion (GO:0090138)"	"regulation of actin cytoskeleton organization by cell-cell adhesion (GO:0090138)"	2	19	0.588728571676615	0.784404253014218	"TWF2;GPM6B"	"BP"
"protein targeting to vacuolar membrane (GO:0044395)"	"protein targeting to vacuolar membrane (GO:0044395)"	3	21	0.420559350901325	0.671224038898457	"ICMT;ATG4C;ATG4D"	"BP"
"regulation of myosin II filament organization (GO:0043519)"	"regulation of myosin II filament organization (GO:0043519)"	2	19	0.588728571676615	0.784404253014218	"TWF2;GPM6B"	"BP"
"regulation of proteolysis (GO:0030162)"	"regulation of proteolysis (GO:0030162)"	3	11	0.0785472187233032	0.46787501441482	"BTBD1;GSAP;PARL"	"BP"
"TRIF-dependent toll-like receptor 4 signaling pathway (GO:0035667)"	"TRIF-dependent toll-like receptor 4 signaling pathway (GO:0035667)"	2	13	0.331843545519289	0.634366305676906	"UBE2D3;UBC"	"BP"
"viral capsid assembly (GO:0019069)"	"viral capsid assembly (GO:0019069)"	3	21	0.420559350901325	0.671224038898457	"NUP107;UBC;NUP35"	"BP"
"viral tail assembly (GO:0098003)"	"viral tail assembly (GO:0098003)"	3	21	0.420559350901325	0.671224038898457	"NUP107;UBC;NUP35"	"BP"
"viral head-tail joining (GO:0098005)"	"viral head-tail joining (GO:0098005)"	3	21	0.420559350901325	0.671224038898457	"NUP107;UBC;NUP35"	"BP"
"viral genome maturation (GO:0019070)"	"viral genome maturation (GO:0019070)"	3	21	0.420559350901325	0.671224038898457	"NUP107;UBC;NUP35"	"BP"
"mesectoderm development (GO:0048383)"	"mesectoderm development (GO:0048383)"	1	7	0.300900828648711	0.609179656004246	"ZBTB7B"	"BP"
"epithelial cilium movement involved in determination of left/right asymmetry (GO:0060287)"	"epithelial cilium movement involved in determination of left/right asymmetry (GO:0060287)"	2	11	0.240275639189433	0.545650589489303	"MKKS;CITED2"	"BP"
"viral genome packaging (GO:0019072)"	"viral genome packaging (GO:0019072)"	3	21	0.420559350901325	0.671224038898457	"NUP107;UBC;NUP35"	"BP"
"gamma-delta T cell differentiation (GO:0042492)"	"gamma-delta T cell differentiation (GO:0042492)"	1	10	0.478569159977502	0.714871629049145	"PTPN2"	"BP"
"phosphorylation (GO:0016310)"	"phosphorylation (GO:0016310)"	3	31	0.736172848078378	0.881660867548267	"TGFB1;AKT1;COQ8A"	"BP"
"arginine transport (GO:0015809)"	"arginine transport (GO:0015809)"	3	6	0.00682658869205688	0.288844633594692	"ANO1;SLC3A1;MCOLN1"	"BP"
"glycine transport (GO:0015816)"	"glycine transport (GO:0015816)"	2	9	0.154356798712418	0.536712209322075	"ANO1;MCOLN1"	"BP"
"negative regulation of insulin receptor signaling pathway involved in determination of adult lifespan (GO:1903105)"	"negative regulation of insulin receptor signaling pathway involved in determination of adult lifespan (GO:1903105)"	1	15	0.70484488225237	0.857933761315193	"PTPN2"	"BP"
"positive regulation of immunoglobulin secretion (GO:0051024)"	"positive regulation of immunoglobulin secretion (GO:0051024)"	2	16	0.467074402956088	0.714871629049145	"TGFB1;EZR"	"BP"
"regulation of nitric-oxide synthase activity (GO:0050999)"	"regulation of nitric-oxide synthase activity (GO:0050999)"	3	12	0.103789302803437	0.517018517378914	"NOS1AP;AKT1;CYGB"	"BP"
"pore formation by virus in membrane of host cell (GO:0039707)"	"pore formation by virus in membrane of host cell (GO:0039707)"	2	16	0.467074402956088	0.714871629049145	"NUP107;NUP35"	"BP"
"sprouting angiogenesis (GO:0002040)"	"sprouting angiogenesis (GO:0002040)"	3	16	0.232165941309615	0.545650589489303	"RAMP2;THBS1;JMJD6"	"BP"
"cap snatching (GO:0075526)"	"cap snatching (GO:0075526)"	2	16	0.467074402956088	0.714871629049145	"NUP107;NUP35"	"BP"
"positive regulation of translational termination (GO:0045905)"	"positive regulation of translational termination (GO:0045905)"	3	26	0.59643442262151	0.787840311829559	"RBM3;OGFOD1;THBS1"	"BP"
"viral gene expression (GO:0019080)"	"viral gene expression (GO:0019080)"	2	16	0.467074402956088	0.714871629049145	"NUP107;NUP35"	"BP"
"virus baseplate assembly (GO:0098045)"	"virus baseplate assembly (GO:0098045)"	2	16	0.467074402956088	0.714871629049145	"NUP107;NUP35"	"BP"
"latent virus replication (GO:0019045)"	"latent virus replication (GO:0019045)"	2	16	0.467074402956088	0.714871629049145	"NUP107;NUP35"	"BP"
"viral genome circularization (GO:0099009)"	"viral genome circularization (GO:0099009)"	2	16	0.467074402956088	0.714871629049145	"NUP107;NUP35"	"BP"
"wound healing involved in inflammatory response (GO:0002246)"	"wound healing involved in inflammatory response (GO:0002246)"	2	17	0.509550219258664	0.739761255818113	"ERBB3;WNT5A"	"BP"
"superinfection exclusion (GO:0098669)"	"superinfection exclusion (GO:0098669)"	2	16	0.467074402956088	0.714871629049145	"NUP107;NUP35"	"BP"
"maintenance of viral latency (GO:0019044)"	"maintenance of viral latency (GO:0019044)"	2	16	0.467074402956088	0.714871629049145	"NUP107;NUP35"	"BP"
"cellular sodium ion homeostasis (GO:0006883)"	"cellular sodium ion homeostasis (GO:0006883)"	1	7	0.300900828648711	0.609179656004246	"LETM2"	"BP"
"cardiac muscle cell differentiation (GO:0055007)"	"cardiac muscle cell differentiation (GO:0055007)"	3	14	0.163364785664956	0.536712209322075	"CSRP3;SGCD;NKX2-5"	"BP"
"mast cell degranulation (GO:0043303)"	"mast cell degranulation (GO:0043303)"	1	9	0.422088905612645	0.671224038898457	"LAMTOR1"	"BP"
"fructose 6-phosphate metabolic process (GO:0006002)"	"fructose 6-phosphate metabolic process (GO:0006002)"	3	11	0.0785472187233032	0.46787501441482	"PFKL;TGFB1;PFKM"	"BP"
"viral latency (GO:0019042)"	"viral latency (GO:0019042)"	2	16	0.467074402956088	0.714871629049145	"NUP107;NUP35"	"BP"
"positive regulation of cholesterol biosynthetic process (GO:0045542)"	"positive regulation of cholesterol biosynthetic process (GO:0045542)"	2	22	0.690967088149348	0.849428873698265	"GPAM;FGF1"	"BP"
"viral scaffold assembly and maintenance (GO:0046807)"	"viral scaffold assembly and maintenance (GO:0046807)"	2	16	0.467074402956088	0.714871629049145	"NUP107;NUP35"	"BP"
"transport of virus (GO:0046794)"	"transport of virus (GO:0046794)"	2	16	0.467074402956088	0.714871629049145	"NUP107;NUP35"	"BP"
"virus tail fiber assembly (GO:0098004)"	"virus tail fiber assembly (GO:0098004)"	2	16	0.467074402956088	0.714871629049145	"NUP107;NUP35"	"BP"
"recruitment of helicase-primase complex to DNA lesions (GO:0046799)"	"recruitment of helicase-primase complex to DNA lesions (GO:0046799)"	2	16	0.467074402956088	0.714871629049145	"NUP107;NUP35"	"BP"
"viral process (GO:0016032)"	"viral process (GO:0016032)"	2	16	0.467074402956088	0.714871629049145	"NUP107;NUP35"	"BP"
"protein localization to organelle (GO:0033365)"	"protein localization to organelle (GO:0033365)"	3	18	0.306450814763872	0.615675404921181	"CSRP3;WNT5A;LAMTOR1"	"BP"
"viral tropism switching (GO:0098678)"	"viral tropism switching (GO:0098678)"	2	16	0.467074402956088	0.714871629049145	"NUP107;NUP35"	"BP"
"macronucleus organization (GO:0032124)"	"macronucleus organization (GO:0032124)"	3	10	0.0567975900172253	0.430326115010406	"BIN1;CHMP1B;CHMP5"	"BP"
"positive regulation of calcium-mediated signaling involved in cellular response to calcium ion (GO:1901197)"	"positive regulation of calcium-mediated signaling involved in cellular response to calcium ion (GO:1901197)"	3	23	0.494288297702567	0.728904962630779	"WNT5A;ALOX5AP;DPEP1"	"BP"
"negative regulation of sprouting angiogenesis (GO:1903671)"	"negative regulation of sprouting angiogenesis (GO:1903671)"	3	24	0.529645815668284	0.747400044889524	"RGCC;SPARC;THBS1"	"BP"
"vesicle coating (GO:0006901)"	"vesicle coating (GO:0006901)"	3	14	0.163364785664956	0.536712209322075	"SNX1;CAV2;SNX11"	"BP"
"lactation (GO:0007595)"	"lactation (GO:0007595)"	1	13	0.625915562719579	0.798789668824538	"SLC22A4"	"BP"
"positive regulation of vascular smooth muscle cell proliferation (GO:1904707)"	"positive regulation of vascular smooth muscle cell proliferation (GO:1904707)"	3	10	0.0567975900172253	0.430326115010406	"MMP2;AKT1;THBS1"	"BP"
"positive regulation of NFAT protein import into nucleus (GO:0051533)"	"positive regulation of NFAT protein import into nucleus (GO:0051533)"	1	14	0.66726944013837	0.826399205362524	"FLNA"	"BP"
"negative regulation of insulin-like growth factor receptor signaling pathway (GO:0043569)"	"negative regulation of insulin-like growth factor receptor signaling pathway (GO:0043569)"	3	12	0.103789302803437	0.517018517378914	"IGFBP5;ERBB3;ARAF"	"BP"
"negative regulation of insulin receptor signaling pathway (GO:0046627)"	"negative regulation of insulin receptor signaling pathway (GO:0046627)"	3	26	0.59643442262151	0.787840311829559	"ERBB3;ARAF;PTPN2"	"BP"
"peptide cross-linking via 5'-(N6-L-lysine)-L-topaquinone (GO:0018124)"	"peptide cross-linking via 5'-(N6-L-lysine)-L-topaquinone (GO:0018124)"	3	6	0.00682658869205688	0.288844633594692	"ANXA1;F13A1;THBS1"	"BP"
"peptide cross-linking via L-lysinoalanine (GO:0018274)"	"peptide cross-linking via L-lysinoalanine (GO:0018274)"	3	6	0.00682658869205688	0.288844633594692	"ANXA1;F13A1;THBS1"	"BP"
"nuclear matrix organization (GO:0043578)"	"nuclear matrix organization (GO:0043578)"	3	10	0.0567975900172253	0.430326115010406	"BIN1;CHMP1B;CHMP5"	"BP"
"regulation of Wnt signaling pathway (GO:0030111)"	"regulation of Wnt signaling pathway (GO:0030111)"	3	14	0.163364785664956	0.536712209322075	"TSPYL2;TCF7L1;PPP2R1A"	"BP"
"regulation of peptidase activity (GO:0052547)"	"regulation of peptidase activity (GO:0052547)"	3	11	0.0785472187233032	0.46787501441482	"BTBD1;GSAP;PARL"	"BP"
"negative regulation of cell cycle checkpoint (GO:1901977)"	"negative regulation of cell cycle checkpoint (GO:1901977)"	3	13	0.132196215091905	0.536712209322075	"CITED2;AKT1;TRIM32"	"BP"
"peptide cross-linking via N6-(L-isoaspartyl)-L-lysine (GO:0018420)"	"peptide cross-linking via N6-(L-isoaspartyl)-L-lysine (GO:0018420)"	3	6	0.00682658869205688	0.288844633594692	"ANXA1;F13A1;THBS1"	"BP"
"negative regulation of signal transduction (GO:0009968)"	"negative regulation of signal transduction (GO:0009968)"	3	17	0.268853926877407	0.593240642038401	"TSPYL2;ERBB3;ARAF"	"BP"
"left ventricular cardiac muscle tissue morphogenesis (GO:0003220)"	"left ventricular cardiac muscle tissue morphogenesis (GO:0003220)"	3	19	0.344524918722996	0.63781013823576	"TGFB1;TNNI3;MYH6"	"BP"
"carnitine shuttle (GO:0006853)"	"carnitine shuttle (GO:0006853)"	3	10	0.0567975900172253	0.430326115010406	"UCP2;SLC25A20;CPT1B"	"BP"
"regulation of canonical Wnt signaling pathway (GO:0060828)"	"regulation of canonical Wnt signaling pathway (GO:0060828)"	3	17	0.268853926877407	0.593240642038401	"TCF7L1;PPP2R1A;PPP1CA"	"BP"
"karyogamy (GO:0000741)"	"karyogamy (GO:0000741)"	3	10	0.0567975900172253	0.430326115010406	"BIN1;CHMP1B;CHMP5"	"BP"
"positive regulation of tau-protein kinase activity (GO:1902949)"	"positive regulation of tau-protein kinase activity (GO:1902949)"	3	28	0.657214013832724	0.826399205362524	"NAB2;DUSP19;JTB"	"BP"
"regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)"	"regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)"	1	15	0.70484488225237	0.857933761315193	"ATG14"	"BP"
"renal water transport (GO:0003097)"	"renal water transport (GO:0003097)"	2	14	0.377792298206834	0.65079311386995	"WFS1;AQP7"	"BP"
"actin filament network formation (GO:0051639)"	"actin filament network formation (GO:0051639)"	3	23	0.494288297702567	0.728904962630779	"SPTA1;ALDOA;BCAR1"	"BP"
"maintenance of DNA methylation (GO:0010216)"	"maintenance of DNA methylation (GO:0010216)"	1	8	0.362592881857039	0.63781013823576	"NT5E"	"BP"
"nucleus organization (GO:0006997)"	"nucleus organization (GO:0006997)"	3	10	0.0567975900172253	0.430326115010406	"BIN1;CHMP1B;CHMP5"	"BP"
"positive regulation of immature T cell proliferation (GO:0033091)"	"positive regulation of immature T cell proliferation (GO:0033091)"	2	9	0.154356798712418	0.536712209322075	"CD274;ANXA1"	"BP"
"negative regulation of brown fat cell differentiation (GO:1903444)"	"negative regulation of brown fat cell differentiation (GO:1903444)"	3	18	0.306450814763872	0.615675404921181	"TGFB1;WNT5A;SIRT2"	"BP"
"negative regulation of cellular protein catabolic process (GO:1903363)"	"negative regulation of cellular protein catabolic process (GO:1903363)"	3	14	0.163364785664956	0.536712209322075	"FLNA;IRAK3;SIRT2"	"BP"
"base-excision repair, DNA ligation (GO:0006288)"	"base-excision repair, DNA ligation (GO:0006288)"	2	13	0.331843545519289	0.634366305676906	"PARP1;APEX2"	"BP"
"regulation of protein deubiquitination (GO:0090085)"	"regulation of protein deubiquitination (GO:0090085)"	3	11	0.0785472187233032	0.46787501441482	"BTBD1;GSAP;PARL"	"BP"
"nuclear body organization (GO:0030575)"	"nuclear body organization (GO:0030575)"	3	10	0.0567975900172253	0.430326115010406	"BIN1;CHMP1B;CHMP5"	"BP"
"positive regulation of T cell homeostatic proliferation (GO:0042103)"	"positive regulation of T cell homeostatic proliferation (GO:0042103)"	2	9	0.154356798712418	0.536712209322075	"CD274;ANXA1"	"BP"
