"Term"	"interest_hit"	"background_hit"	"original_score"	"corrected_score"	"Genes"	"GO_process"
"cell-cell junction organization (GO:0045216)"	"cell-cell junction organization (GO:0045216)"	2	7	0.0833023177161037	0.502934492600243	"TGFB3;SDK2"	"BP"
"leukotriene D4 catabolic process (GO:1901749)"	"leukotriene D4 catabolic process (GO:1901749)"	1	11	0.536415345813575	0.772407274000157	"LTA4H"	"BP"
"plasmodesma organization (GO:0009663)"	"plasmodesma organization (GO:0009663)"	2	7	0.0833023177161037	0.502934492600243	"TGFB3;SDK2"	"BP"
"positive regulation of formation of translation initiation ternary complex (GO:1901192)"	"positive regulation of formation of translation initiation ternary complex (GO:1901192)"	1	9	0.426593719140161	0.708500942366268	"UHMK1"	"BP"
"cellular response to trichostatin A (GO:0035984)"	"cellular response to trichostatin A (GO:0035984)"	1	6	0.241370213010279	0.61645713364934	"NR1H4"	"BP"
"regulation of NMDA receptor activity (GO:2000310)"	"regulation of NMDA receptor activity (GO:2000310)"	1	7	0.30459737112795	0.664388701986604	"OPRM1"	"BP"
"4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process (GO:0036108)"	"4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process (GO:0036108)"	1	8	0.366748529080027	0.679398137203804	"B3GNT5"	"BP"
"beta-L-Ara4N-lipid A biosynthetic process (GO:1901760)"	"beta-L-Ara4N-lipid A biosynthetic process (GO:1901760)"	1	8	0.366748529080027	0.679398137203804	"B3GNT5"	"BP"
"positive regulation of translational initiation by iron (GO:0045994)"	"positive regulation of translational initiation by iron (GO:0045994)"	1	9	0.426593719140161	0.708500942366268	"UHMK1"	"BP"
"occluding junction disassembly (GO:1905071)"	"occluding junction disassembly (GO:1905071)"	2	7	0.0833023177161037	0.502934492600243	"TGFB3;SDK2"	"BP"
"response to micafungin (GO:1903967)"	"response to micafungin (GO:1903967)"	1	5	0.178836681992034	0.579994650037888	"ABCG1"	"BP"
"positive regulation of ubiquitin-protein ligase activity involved in meiotic cell cycle (GO:0051441)"	"positive regulation of ubiquitin-protein ligase activity involved in meiotic cell cycle (GO:0051441)"	2	6	0.0537696199555441	0.423298961983808	"CDC20;FBXO5"	"BP"
"modulation by virus of host process (GO:0019054)"	"modulation by virus of host process (GO:0019054)"	1	7	0.30459737112795	0.664388701986604	"KPNB1"	"BP"
"regulation of response to DNA damage stimulus (GO:2001020)"	"regulation of response to DNA damage stimulus (GO:2001020)"	2	6	0.0537696199555441	0.423298961983808	"CASP9;ING2"	"BP"
"positive regulation of establishment of protein localization to telomere (GO:1904851)"	"positive regulation of establishment of protein localization to telomere (GO:1904851)"	2	6	0.0537696199555441	0.423298961983808	"CCT2;PTP4A3"	"BP"
"colon smooth muscle contraction (GO:1990765)"	"colon smooth muscle contraction (GO:1990765)"	1	8	0.366748529080027	0.679398137203804	"TPCN2"	"BP"
"regulation of NF-kappaB import into nucleus (GO:0042345)"	"regulation of NF-kappaB import into nucleus (GO:0042345)"	1	6	0.241370213010279	0.61645713364934	"SQSTM1"	"BP"
"chrysobactin catabolic process (GO:0042859)"	"chrysobactin catabolic process (GO:0042859)"	1	11	0.536415345813575	0.772407274000157	"LTA4H"	"BP"
"negative regulation of hydrogen:potassium-exchanging ATPase activity (GO:1904452)"	"negative regulation of hydrogen:potassium-exchanging ATPase activity (GO:1904452)"	1	10	0.483316714338006	0.73911533384004	"PPIF"	"BP"
"Kdo2-lipid A biosynthetic process (GO:0036104)"	"Kdo2-lipid A biosynthetic process (GO:0036104)"	1	8	0.366748529080027	0.679398137203804	"B3GNT5"	"BP"
"negative regulation of glucose mediated signaling pathway (GO:1902660)"	"negative regulation of glucose mediated signaling pathway (GO:1902660)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"nucleocytoplasmic transport (GO:0006913)"	"nucleocytoplasmic transport (GO:0006913)"	1	6	0.241370213010279	0.61645713364934	"AAAS"	"BP"
"insulin receptor recycling (GO:0038020)"	"insulin receptor recycling (GO:0038020)"	1	6	0.241370213010279	0.61645713364934	"IGF2"	"BP"
"negative regulation of ephrin receptor signaling pathway (GO:1901188)"	"negative regulation of ephrin receptor signaling pathway (GO:1901188)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"negative regulation of cytokinin-activated signaling pathway (GO:0080037)"	"negative regulation of cytokinin-activated signaling pathway (GO:0080037)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"negative regulation of brassinosteroid mediated signaling pathway (GO:1900458)"	"negative regulation of brassinosteroid mediated signaling pathway (GO:1900458)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"negative regulation of brain-derived neurotrophic factor receptor signaling pathway (GO:0031549)"	"negative regulation of brain-derived neurotrophic factor receptor signaling pathway (GO:0031549)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"negative regulation of signal transduction in response to host (GO:0075149)"	"negative regulation of signal transduction in response to host (GO:0075149)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"negative regulation of Roundabout signaling pathway (GO:0035387)"	"negative regulation of Roundabout signaling pathway (GO:0035387)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"retinal rod cell apoptotic process (GO:0097473)"	"retinal rod cell apoptotic process (GO:0097473)"	1	8	0.366748529080027	0.679398137203804	"CIT"	"BP"
"mitochondrial ADP transmembrane transport (GO:0140021)"	"mitochondrial ADP transmembrane transport (GO:0140021)"	1	7	0.30459737112795	0.664388701986604	"SLC4A4"	"BP"
"negative regulation of netrin-activated signaling pathway (GO:1902842)"	"negative regulation of netrin-activated signaling pathway (GO:1902842)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"negative regulation of glucocorticoid mediated signaling pathway (GO:1900170)"	"negative regulation of glucocorticoid mediated signaling pathway (GO:1900170)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"negative regulation of dopamine receptor signaling pathway (GO:0060160)"	"negative regulation of dopamine receptor signaling pathway (GO:0060160)"	2	6	0.0537696199555441	0.423298961983808	"RGS2;PALM"	"BP"
"negative adaptation of signaling pathway (GO:0022401)"	"negative adaptation of signaling pathway (GO:0022401)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"negative regulation of gibberellic acid mediated signaling pathway (GO:0009938)"	"negative regulation of gibberellic acid mediated signaling pathway (GO:0009938)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"negative regulation of apolipoprotein A-I-mediated signaling pathway (GO:1905095)"	"negative regulation of apolipoprotein A-I-mediated signaling pathway (GO:1905095)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"negative regulation of auxin mediated signaling pathway (GO:0010930)"	"negative regulation of auxin mediated signaling pathway (GO:0010930)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"rostrocaudal neural tube patterning (GO:0021903)"	"rostrocaudal neural tube patterning (GO:0021903)"	1	8	0.366748529080027	0.679398137203804	"TGFBR1"	"BP"
"negative regulation of abscisic acid-activated signaling pathway (GO:0009788)"	"negative regulation of abscisic acid-activated signaling pathway (GO:0009788)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"regulation of striated muscle contraction (GO:0006942)"	"regulation of striated muscle contraction (GO:0006942)"	1	5	0.178836681992034	0.579994650037888	"TNNI1"	"BP"
"protein localization to chromosome (GO:0034502)"	"protein localization to chromosome (GO:0034502)"	2	7	0.0833023177161037	0.502934492600243	"CEP250;BICD1"	"BP"
"peptide antibiotic catabolic process (GO:0030652)"	"peptide antibiotic catabolic process (GO:0030652)"	1	11	0.536415345813575	0.772407274000157	"LTA4H"	"BP"
"negative regulation by symbiont of host cAMP-mediated signal transduction (GO:0075210)"	"negative regulation by symbiont of host cAMP-mediated signal transduction (GO:0075210)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"metarhodopsin inactivation (GO:0016060)"	"metarhodopsin inactivation (GO:0016060)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"positive regulation of peroxisome proliferator activated receptor signaling pathway (GO:0035360)"	"positive regulation of peroxisome proliferator activated receptor signaling pathway (GO:0035360)"	2	6	0.0537696199555441	0.423298961983808	"GATA3;CDKN2AIP"	"BP"
"purine ribonucleotide catabolic process (GO:0009154)"	"purine ribonucleotide catabolic process (GO:0009154)"	1	6	0.241370213010279	0.61645713364934	"GPX1"	"BP"
"regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)"	"regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)"	1	6	0.241370213010279	0.61645713364934	"SQSTM1"	"BP"
"retinal cone cell apoptotic process (GO:0097474)"	"retinal cone cell apoptotic process (GO:0097474)"	1	8	0.366748529080027	0.679398137203804	"CIT"	"BP"
"positive regulation of bone resorption (GO:0045780)"	"positive regulation of bone resorption (GO:0045780)"	2	6	0.0537696199555441	0.423298961983808	"SRC;ITGB3"	"BP"
"negative regulation of sphingolipid mediated signaling pathway (GO:1902069)"	"negative regulation of sphingolipid mediated signaling pathway (GO:1902069)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"small intestine smooth muscle contraction (GO:1990770)"	"small intestine smooth muscle contraction (GO:1990770)"	1	8	0.366748529080027	0.679398137203804	"TPCN2"	"BP"
"establishment of protein localization to telomere (GO:0070200)"	"establishment of protein localization to telomere (GO:0070200)"	1	7	0.30459737112795	0.664388701986604	"ACD"	"BP"
"negative regulation of signal transduction in absence of ligand (GO:1901099)"	"negative regulation of signal transduction in absence of ligand (GO:1901099)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"negative regulation of osmosensory signaling pathway (GO:0120028)"	"negative regulation of osmosensory signaling pathway (GO:0120028)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"protein poly-ADP-ribosylation (GO:0070212)"	"protein poly-ADP-ribosylation (GO:0070212)"	1	6	0.241370213010279	0.61645713364934	"PARP4"	"BP"
"negative regulation of signal transduction involved in conjugation with cellular fusion (GO:0060240)"	"negative regulation of signal transduction involved in conjugation with cellular fusion (GO:0060240)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"medium-chain fatty acid catabolic process (GO:0051793)"	"medium-chain fatty acid catabolic process (GO:0051793)"	1	8	0.366748529080027	0.679398137203804	"ACBD5"	"BP"
"negative regulation of semaphorin-plexin signaling pathway (GO:2001261)"	"negative regulation of semaphorin-plexin signaling pathway (GO:2001261)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"negative regulation of red or far-red light signaling pathway (GO:0090229)"	"negative regulation of red or far-red light signaling pathway (GO:0090229)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"positive regulation of endothelial cell chemotaxis to fibroblast growth factor (GO:2000546)"	"positive regulation of endothelial cell chemotaxis to fibroblast growth factor (GO:2000546)"	1	8	0.366748529080027	0.679398137203804	"SEMA5A"	"BP"
"positive regulation of collagen biosynthetic process (GO:0032967)"	"positive regulation of collagen biosynthetic process (GO:0032967)"	1	6	0.241370213010279	0.61645713364934	"TGFB3"	"BP"
"endocardial cushion to mesenchymal transition (GO:0090500)"	"endocardial cushion to mesenchymal transition (GO:0090500)"	2	6	0.0537696199555441	0.423298961983808	"HEY2;TGFBR1"	"BP"
"negative regulation by symbiont of host salicylic acid-mediated defense response (GO:0052004)"	"negative regulation by symbiont of host salicylic acid-mediated defense response (GO:0052004)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"positive regulation of protein export from nucleus during meiotic anaphase II (GO:1900199)"	"positive regulation of protein export from nucleus during meiotic anaphase II (GO:1900199)"	1	8	0.366748529080027	0.679398137203804	"GTSE1"	"BP"
"negative regulation of hemocyte differentiation (GO:0045611)"	"negative regulation of hemocyte differentiation (GO:0045611)"	1	8	0.366748529080027	0.679398137203804	"SOX9"	"BP"
"positive regulation of protein kinase C signaling (GO:0090037)"	"positive regulation of protein kinase C signaling (GO:0090037)"	1	9	0.426593719140161	0.708500942366268	"VEGFA"	"BP"
"negative regulation of sevenless signaling pathway (GO:0045873)"	"negative regulation of sevenless signaling pathway (GO:0045873)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"negative regulation of plasminogen activation (GO:0010757)"	"negative regulation of plasminogen activation (GO:0010757)"	1	7	0.30459737112795	0.664388701986604	"SERPINE2"	"BP"
"protein localization to kinetochore (GO:0034501)"	"protein localization to kinetochore (GO:0034501)"	2	5	0.0304063029110536	0.377767386488079	"KNL1;AURKB"	"BP"
"regulation of dopaminergic neuron differentiation (GO:1904338)"	"regulation of dopaminergic neuron differentiation (GO:1904338)"	1	9	0.426593719140161	0.708500942366268	"CDK5RAP2"	"BP"
"negative regulation of Toll signaling pathway (GO:0045751)"	"negative regulation of Toll signaling pathway (GO:0045751)"	1	10	0.483316714338006	0.73911533384004	"BRAF"	"BP"
"mitotic G2 cell cycle arrest in response to glucose starvation (GO:0036227)"	"mitotic G2 cell cycle arrest in response to glucose starvation (GO:0036227)"	1	7	0.30459737112795	0.664388701986604	"CDC14A"	"BP"
"mitotic G1 cell cycle arrest in response to nitrogen starvation (GO:0071851)"	"mitotic G1 cell cycle arrest in response to nitrogen starvation (GO:0071851)"	1	7	0.30459737112795	0.664388701986604	"CDC14A"	"BP"
"purine deoxyribonucleotide catabolic process (GO:0009155)"	"purine deoxyribonucleotide catabolic process (GO:0009155)"	1	6	0.241370213010279	0.61645713364934	"GPX1"	"BP"
"positive regulation of cardiac muscle hypertrophy in response to stress (GO:1903244)"	"positive regulation of cardiac muscle hypertrophy in response to stress (GO:1903244)"	1	9	0.426593719140161	0.708500942366268	"BMP10"	"BP"
"positive regulation of astrocyte chemotaxis (GO:2000464)"	"positive regulation of astrocyte chemotaxis (GO:2000464)"	1	7	0.30459737112795	0.664388701986604	"RARRES2"	"BP"
"membrane depolarization during bundle of His cell action potential (GO:0086048)"	"membrane depolarization during bundle of His cell action potential (GO:0086048)"	1	7	0.30459737112795	0.664388701986604	"CACNA1D"	"BP"
"regulation of histone H4 acetylation involved in response to DNA damage stimulus (GO:2000873)"	"regulation of histone H4 acetylation involved in response to DNA damage stimulus (GO:2000873)"	2	6	0.0537696199555441	0.423298961983808	"CASP9;ING2"	"BP"
"positive regulation of neurotransmitter secretion (GO:0001956)"	"positive regulation of neurotransmitter secretion (GO:0001956)"	1	6	0.241370213010279	0.61645713364934	"KCNMB4"	"BP"
"positive regulation of cardiac muscle hypertrophy (GO:0010613)"	"positive regulation of cardiac muscle hypertrophy (GO:0010613)"	1	9	0.426593719140161	0.708500942366268	"BMP10"	"BP"
"regulation of epidermal growth factor-activated receptor activity (GO:0007176)"	"regulation of epidermal growth factor-activated receptor activity (GO:0007176)"	2	9	0.157290363869552	0.579994650037888	"SHC1;RHBDF2"	"BP"
"biotin metabolic process (GO:0006768)"	"biotin metabolic process (GO:0006768)"	1	6	0.241370213010279	0.61645713364934	"PDZD11"	"BP"
"dosage compensation (GO:0007549)"	"dosage compensation (GO:0007549)"	1	5	0.178836681992034	0.579994650037888	"GPX1"	"BP"
"rRNA 2'-O-methylation (GO:0000451)"	"rRNA 2'-O-methylation (GO:0000451)"	2	6	0.0537696199555441	0.423298961983808	"NSUN4;DIMT1"	"BP"
"positive regulation of hemoglobin biosynthetic process (GO:0046985)"	"positive regulation of hemoglobin biosynthetic process (GO:0046985)"	1	7	0.30459737112795	0.664388701986604	"MAP2K5"	"BP"
"glomerular filtration (GO:0003094)"	"glomerular filtration (GO:0003094)"	2	6	0.0537696199555441	0.423298961983808	"XPNPEP3;MCAM"	"BP"
"regulation of protein export from nucleus (GO:0046825)"	"regulation of protein export from nucleus (GO:0046825)"	2	7	0.0833023177161037	0.502934492600243	"AAAS;UHMK1"	"BP"
"creatine transmembrane transport (GO:1902598)"	"creatine transmembrane transport (GO:1902598)"	2	7	0.0833023177161037	0.502934492600243	"SLC6A6;SLC38A4"	"BP"
"peptidyl-serine ADP-ribosylation (GO:0018312)"	"peptidyl-serine ADP-ribosylation (GO:0018312)"	1	7	0.30459737112795	0.664388701986604	"PARP4"	"BP"
"cardiac muscle cell action potential (GO:0086001)"	"cardiac muscle cell action potential (GO:0086001)"	1	8	0.366748529080027	0.679398137203804	"KCNMB4"	"BP"
"leukotriene catabolic process (GO:0036100)"	"leukotriene catabolic process (GO:0036100)"	1	6	0.241370213010279	0.61645713364934	"LTA4H"	"BP"
"positive regulation of vascular endothelial growth factor signaling pathway (GO:1900748)"	"positive regulation of vascular endothelial growth factor signaling pathway (GO:1900748)"	2	5	0.0304063029110536	0.377767386488079	"GATA3;CDKN2AIP"	"BP"
"cellular response to rapamycin (GO:0072752)"	"cellular response to rapamycin (GO:0072752)"	1	5	0.178836681992034	0.579994650037888	"NR1H4"	"BP"
"negative regulation of axonemal microtubule depolymerization (GO:0007027)"	"negative regulation of axonemal microtubule depolymerization (GO:0007027)"	2	8	0.118143897271724	0.564817523899837	"STMN2;KATNB1"	"BP"
"somite development (GO:0061053)"	"somite development (GO:0061053)"	2	6	0.0537696199555441	0.423298961983808	"LOXL3;SOX11"	"BP"
"regulation of neuron maturation (GO:0014041)"	"regulation of neuron maturation (GO:0014041)"	1	9	0.426593719140161	0.708500942366268	"CDK5RAP2"	"BP"
"negative regulation of astral microtubule depolymerization (GO:0032932)"	"negative regulation of astral microtubule depolymerization (GO:0032932)"	2	7	0.0833023177161037	0.502934492600243	"STMN2;KATNB1"	"BP"
"negative regulation of chondrocyte development (GO:0061182)"	"negative regulation of chondrocyte development (GO:0061182)"	2	6	0.0537696199555441	0.423298961983808	"SOX9;TGFBR1"	"BP"
"regulation of hydrogen:potassium-exchanging ATPase activity (GO:1904451)"	"regulation of hydrogen:potassium-exchanging ATPase activity (GO:1904451)"	1	7	0.30459737112795	0.664388701986604	"CACNA1D"	"BP"
"cellular response to biotin (GO:0071296)"	"cellular response to biotin (GO:0071296)"	1	5	0.178836681992034	0.579994650037888	"NR1H4"	"BP"
"phagosome maturation involved in apoptotic cell clearance (GO:0090386)"	"phagosome maturation involved in apoptotic cell clearance (GO:0090386)"	1	8	0.366748529080027	0.679398137203804	"RARA"	"BP"
"cellular response to linoleic acid (GO:0071399)"	"cellular response to linoleic acid (GO:0071399)"	2	5	0.0304063029110536	0.377767386488079	"NR1H4;PDK3"	"BP"
"cardiac neural crest cell development involved in heart development (GO:0061308)"	"cardiac neural crest cell development involved in heart development (GO:0061308)"	2	8	0.118143897271724	0.564817523899837	"TCOF1;SOX11"	"BP"
"epithelial to mesenchymal transition involved in coronary vasculature morphogenesis (GO:0003201)"	"epithelial to mesenchymal transition involved in coronary vasculature morphogenesis (GO:0003201)"	2	6	0.0537696199555441	0.423298961983808	"HEY2;TGFBR1"	"BP"
"positive regulation of T cell receptor signaling pathway (GO:0050862)"	"positive regulation of T cell receptor signaling pathway (GO:0050862)"	2	6	0.0537696199555441	0.423298961983808	"PTPRC;TESPA1"	"BP"
"calcium ion import into sarcoplasmic reticulum (GO:1990036)"	"calcium ion import into sarcoplasmic reticulum (GO:1990036)"	1	10	0.483316714338006	0.73911533384004	"CACNA1D"	"BP"
"peptidyl-glutamic acid poly-ADP-ribosylation (GO:0018424)"	"peptidyl-glutamic acid poly-ADP-ribosylation (GO:0018424)"	1	7	0.30459737112795	0.664388701986604	"PARP4"	"BP"
"histone arginine methylation (GO:0034969)"	"histone arginine methylation (GO:0034969)"	1	9	0.426593719140161	0.708500942366268	"EHMT2"	"BP"
"positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target (GO:0002860)"	"positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target (GO:0002860)"	1	5	0.178836681992034	0.579994650037888	"RASGRP1"	"BP"
"cardiac muscle cell development (GO:0055013)"	"cardiac muscle cell development (GO:0055013)"	1	9	0.426593719140161	0.708500942366268	"SDC1"	"BP"
"recognition of apoptotic cell (GO:0043654)"	"recognition of apoptotic cell (GO:0043654)"	1	6	0.241370213010279	0.61645713364934	"RARA"	"BP"
"membrane depolarization during SA node cell action potential (GO:0086046)"	"membrane depolarization during SA node cell action potential (GO:0086046)"	1	8	0.366748529080027	0.679398137203804	"CACNA1D"	"BP"
"negative regulation of ERBB3 signaling pathway (GO:1905579)"	"negative regulation of ERBB3 signaling pathway (GO:1905579)"	1	9	0.426593719140161	0.708500942366268	"ERBB2"	"BP"
"cell communication by electrical coupling involved in cardiac conduction (GO:0086064)"	"cell communication by electrical coupling involved in cardiac conduction (GO:0086064)"	1	6	0.241370213010279	0.61645713364934	"GJA5"	"BP"
"cellular response to prostaglandin E stimulus (GO:0071380)"	"cellular response to prostaglandin E stimulus (GO:0071380)"	1	6	0.241370213010279	0.61645713364934	"SFRP1"	"BP"
"[2Fe-2S] cluster assembly (GO:0044571)"	"[2Fe-2S] cluster assembly (GO:0044571)"	1	5	0.178836681992034	0.579994650037888	"NFU1"	"BP"
"iron incorporation into metallo-sulfur cluster (GO:0018283)"	"iron incorporation into metallo-sulfur cluster (GO:0018283)"	1	7	0.30459737112795	0.664388701986604	"NFU1"	"BP"
"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) (GO:0000473)"	"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) (GO:0000473)"	2	6	0.0537696199555441	0.423298961983808	"MAK16;RRP15"	"BP"
"positive regulation of growth hormone receptor signaling pathway (GO:0060399)"	"positive regulation of growth hormone receptor signaling pathway (GO:0060399)"	2	5	0.0304063029110536	0.377767386488079	"GATA3;CDKN2AIP"	"BP"
"Purkinje myocyte to ventricular cardiac muscle cell communication by electrical coupling (GO:0086055)"	"Purkinje myocyte to ventricular cardiac muscle cell communication by electrical coupling (GO:0086055)"	1	6	0.241370213010279	0.61645713364934	"GJA5"	"BP"
"microtubule anchoring at microtubule organizing center (GO:0072393)"	"microtubule anchoring at microtubule organizing center (GO:0072393)"	2	6	0.0537696199555441	0.423298961983808	"BICD1;PEX14"	"BP"
"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA,5S) (GO:0002108)"	"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA,5S) (GO:0002108)"	2	6	0.0537696199555441	0.423298961983808	"MAK16;RRP15"	"BP"
"filtration diaphragm assembly (GO:0036058)"	"filtration diaphragm assembly (GO:0036058)"	1	8	0.366748529080027	0.679398137203804	"PARD6B"	"BP"
"membrane repolarization during AV node cell action potential (GO:0086049)"	"membrane repolarization during AV node cell action potential (GO:0086049)"	1	8	0.366748529080027	0.679398137203804	"KCNE1"	"BP"
"negative regulation of interleukin-10 production (GO:0032693)"	"negative regulation of interleukin-10 production (GO:0032693)"	1	5	0.178836681992034	0.579994650037888	"GPNMB"	"BP"
"tRNA 5'-end processing (GO:0099116)"	"tRNA 5'-end processing (GO:0099116)"	2	6	0.0537696199555441	0.423298961983808	"POP1;SARS"	"BP"
"glutathione transmembrane transport (GO:0034775)"	"glutathione transmembrane transport (GO:0034775)"	1	7	0.30459737112795	0.664388701986604	"SLC4A4"	"BP"
"negative regulation of potassium ion transmembrane transporter activity (GO:1901017)"	"negative regulation of potassium ion transmembrane transporter activity (GO:1901017)"	1	11	0.536415345813575	0.772407274000157	"CACNA1D"	"BP"
"mammary gland morphogenesis (GO:0060443)"	"mammary gland morphogenesis (GO:0060443)"	2	8	0.118143897271724	0.564817523899837	"TGFB3;LEF1"	"BP"
"apoptotic process involved in endocardial cushion morphogenesis (GO:0003277)"	"apoptotic process involved in endocardial cushion morphogenesis (GO:0003277)"	1	9	0.426593719140161	0.708500942366268	"SOX9"	"BP"
"renal tubule development (GO:0061326)"	"renal tubule development (GO:0061326)"	1	6	0.241370213010279	0.61645713364934	"TBX18"	"BP"
"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA) (GO:0000488)"	"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA) (GO:0000488)"	2	6	0.0537696199555441	0.423298961983808	"MAK16;RRP15"	"BP"
"cellular response to laminar fluid shear stress (GO:0071499)"	"cellular response to laminar fluid shear stress (GO:0071499)"	1	9	0.426593719140161	0.708500942366268	"MAP2K5"	"BP"
"negative regulation of NMDA glutamate receptor activity (GO:1904782)"	"negative regulation of NMDA glutamate receptor activity (GO:1904782)"	1	7	0.30459737112795	0.664388701986604	"OPRM1"	"BP"
"zinc II ion transmembrane transport (GO:0071577)"	"zinc II ion transmembrane transport (GO:0071577)"	2	5	0.0304063029110536	0.377767386488079	"SLC39A6;SLC39A7"	"BP"
"regulation of establishment of bipolar cell polarity (GO:0061172)"	"regulation of establishment of bipolar cell polarity (GO:0061172)"	2	11	0.244372872697946	0.61645713364934	"RUFY3;KIF20B"	"BP"
"inferior endocardial cushion morphogenesis (GO:1905317)"	"inferior endocardial cushion morphogenesis (GO:1905317)"	1	9	0.426593719140161	0.708500942366268	"SOX9"	"BP"
"polyuridylation-dependent mRNA catabolic process (GO:1990074)"	"polyuridylation-dependent mRNA catabolic process (GO:1990074)"	1	5	0.178836681992034	0.579994650037888	"NUDT16"	"BP"
"regulation of establishment of cell polarity regulating cell shape (GO:2000782)"	"regulation of establishment of cell polarity regulating cell shape (GO:2000782)"	2	11	0.244372872697946	0.61645713364934	"RUFY3;KIF20B"	"BP"
"negative regulation of removal of superoxide radicals (GO:1904832)"	"negative regulation of removal of superoxide radicals (GO:1904832)"	1	8	0.366748529080027	0.679398137203804	"BMP7"	"BP"
"ATF6-mediated unfolded protein response (GO:0036500)"	"ATF6-mediated unfolded protein response (GO:0036500)"	2	6	0.0537696199555441	0.423298961983808	"HSPA5;MBTPS2"	"BP"
"basic amino acid transmembrane transport (GO:1990822)"	"basic amino acid transmembrane transport (GO:1990822)"	2	7	0.0833023177161037	0.502934492600243	"SLC6A6;SLC38A4"	"BP"
"regulation of stress fiber assembly (GO:0051492)"	"regulation of stress fiber assembly (GO:0051492)"	2	9	0.157290363869552	0.579994650037888	"CDC42;ALMS1"	"BP"
"tricellular tight junction assembly (GO:1904274)"	"tricellular tight junction assembly (GO:1904274)"	1	8	0.366748529080027	0.679398137203804	"PARD6B"	"BP"
"regulation of protein import into nucleus (GO:0042306)"	"regulation of protein import into nucleus (GO:0042306)"	1	6	0.241370213010279	0.61645713364934	"AAAS"	"BP"
"positive regulation of sequestering of triglyceride (GO:0010890)"	"positive regulation of sequestering of triglyceride (GO:0010890)"	1	6	0.241370213010279	0.61645713364934	"IKBKE"	"BP"
"regulation of mitochondrion organization (GO:0010821)"	"regulation of mitochondrion organization (GO:0010821)"	1	8	0.366748529080027	0.679398137203804	"SQSTM1"	"BP"
"somatic hypermutation of immunoglobulin genes (GO:0016446)"	"somatic hypermutation of immunoglobulin genes (GO:0016446)"	2	5	0.0304063029110536	0.377767386488079	"MSH6;MLH1"	"BP"
"glial cell development (GO:0021782)"	"glial cell development (GO:0021782)"	2	5	0.0304063029110536	0.377767386488079	"SOX11;SOX4"	"BP"
"negative regulation of mitotic metaphase/anaphase transition (GO:0045841)"	"negative regulation of mitotic metaphase/anaphase transition (GO:0045841)"	2	6	0.0537696199555441	0.423298961983808	"CENPE;NEK6"	"BP"
"TOR signaling (GO:0031929)"	"TOR signaling (GO:0031929)"	1	11	0.536415345813575	0.772407274000157	"GATA3"	"BP"
"negative regulation of atrial cardiac muscle cell action potential (GO:1903948)"	"negative regulation of atrial cardiac muscle cell action potential (GO:1903948)"	2	9	0.157290363869552	0.579994650037888	"GJA5;PIK3CG"	"BP"
